NO_CURSO,Rede,Grau,NO_REGIAO_IES,QT_ING_TOTAL,QT_DESV_TOTAL,ano
Sistemas De Informação,Privada,Bacharelado,Nordeste,303,127,2024
Sistemas De Informação,Privada,Bacharelado,Norte,12,0,2024
Sistemas De Informação,Privada,Bacharelado,Sudeste,5341,1986,2024
Sistemas De Informação,Privada,Bacharelado,Sul,4621,1781,2024
Sistemas De Informação,Privada,Tecnólogo,Centro-Oeste,100,41,2024
Sistemas De Informação,Privada,Tecnólogo,Nordeste,10,0,2024
Sistemas De Informação,Privada,Tecnólogo,Sul,1,0,2024
Sistemas De Informação,Pública,Bacharelado,Norte,283,19,2024
Sistemas De Informação,Pública,Bacharelado,Sul,34,9,2024
Sistemas De Telecomunicações,Privada,Tecnólogo,Sudeste,42,0,2024
Sistemas De Telecomunicações,Privada,Tecnólogo,Sul,11,5,2024
Sistemas Elétricos,Privada,Tecnólogo,Sul,57,9,2024
Sistemas Para Internet,Privada,Tecnólogo,Centro-Oeste,34,15,2024
Sistemas Para Internet,Privada,Tecnólogo,Nordeste,119,55,2024
Sistemas Para Internet,Privada,Tecnólogo,Norte,2,1,2024
Sistemas Para Internet,Privada,Tecnólogo,Sudeste,673,292,2024
Sistemas Para Internet,Privada,Tecnólogo,Sul,1065,480,2024
Sistemas Para Internet,Pública,Tecnólogo,Centro-Oeste,132,23,2024
Sistemas Para Internet,Pública,Tecnólogo,Nordeste,2272,761,2024
Sistemas Para Internet,Pública,Tecnólogo,Sudeste,160,41,2024
Sistemas Para Internet,Pública,Tecnólogo,Sul,57,19,2024
Social Media,Privada,Tecnólogo,Nordeste,2,0,2024
Social Media,Privada,Tecnólogo,Sudeste,121,41,2024
Social Media,Privada,Tecnólogo,Sul,5,3,2024
Sociologia,Privada,Bacharelado,Sul,122,57,2024
Sociologia,Privada,Licenciatura,Centro-Oeste,38,17,2024
Sociologia,Privada,Licenciatura,Sudeste,248,89,2024
Sociologia,Privada,Licenciatura,Sul,2146,892,2024
Streaming Profissional,Privada,Tecnólogo,Nordeste,9,3,2024
Streaming Profissional,Privada,Tecnólogo,Sul,3,1,2024
Teatro,Privada,Licenciatura,Sudeste,86,12,2024
Teatro,Privada,Licenciatura,Sul,795,450,2024
Tecnologia Da Informação,Privada,Tecnólogo,Centro-Oeste,5,2,2024
Tecnologia Da Informação,Privada,Tecnólogo,Norte,3,0,2024
Tecnologia Da Informação,Pública,Bacharelado,Sudeste,12285,1201,2024
Tecnologia Da Informação,Pública,Tecnólogo,Centro-Oeste,497,271,2024
Tecnologia Em Agrotecnologia,Privada,Tecnólogo,Sul,358,1,2024
Tecnologia Em Inteligência Artificial,Privada,Tecnólogo,Sudeste,128,0,2024
Tecnologias Educacionais,Privada,Tecnólogo,Centro-Oeste,7,2,2024
Tecnologias Educacionais,Privada,Tecnólogo,Nordeste,27,13,2024
Tecnologias Educacionais,Privada,Tecnólogo,Sudeste,96,33,2024
Tecnologias Educacionais,Privada,Tecnólogo,Sul,23,7,2024
Teologia,Privada,Bacharelado,Centro-Oeste,781,385,2024
Teologia,Privada,Bacharelado,Nordeste,1462,224,2024
Teologia,Privada,Bacharelado,Norte,631,87,2024
Teologia,Privada,Bacharelado,Sudeste,7098,3474,2024
Teologia,Privada,Bacharelado,Sul,10247,6281,2024
Teologia,Privada,Licenciatura,Centro-Oeste,5,2,2024
Teologia,Privada,Licenciatura,Nordeste,8,0,2024
Teologia: Doutrina Católica,Privada,Bacharelado,Sul,1105,397,2024
Terapia Ocupacional,Privada,Bacharelado,Centro-Oeste,440,49,2024
Terapia Ocupacional,Privada,Bacharelado,Nordeste,1884,238,2024
Terapia Ocupacional,Privada,Bacharelado,Norte,200,0,2024
Terapia Ocupacional,Privada,Bacharelado,Sudeste,6488,1662,2024
Terapia Ocupacional,Privada,Bacharelado,Sul,12010,7105,2024
Terapias Integrativas E Complementares,Privada,Tecnólogo,Centro-Oeste,385,201,2024
Terapias Integrativas E Complementares,Privada,Tecnólogo,Sudeste,1257,517,2024
Terapias Integrativas E Complementares,Privada,Tecnólogo,Sul,6954,4383,2024
Trade De Investimentos,Privada,Tecnólogo,Nordeste,8,8,2024
Tradutor E Intérprete,Privada,Bacharelado,Sudeste,184,75,2024
Tradução,Privada,Bacharelado,Sul,237,80,2024
Tradução E Interpretação - Português/Inglês,Privada,Bacharelado,Sudeste,38,9,2024
Tradução E Interpretação De Libras,Pública,Tecnólogo,Sul,349,0,2024
Transporte Aéreo,Privada,Tecnólogo,Sul,28,24,2024
Tricologia E Ciência Cosmética,Privada,Tecnólogo,Sul,525,25,2024
Turismo,Privada,Bacharelado,Sudeste,123,31,2024
Turismo,Privada,Bacharelado,Sul,1,0,2024
Turismo,Privada,Licenciatura,Centro-Oeste,2,0,2024
Turismo,Privada,Licenciatura,Sudeste,73,30,2024
Turismo,Privada,Licenciatura,Sul,24,8,2024
Turismo,Pública,Licenciatura,Sudeste,6,0,2024
Tutoria Para Educação A Distância,Privada,Tecnólogo,Sudeste,26,2,2024
Técnicas Para Acompanhamento Terapêutico,Privada,Tecnólogo,Sul,105,16,2024
Técnicas Para Telemedicina,Privada,Tecnólogo,Sul,5,5,2024
Varejo Digital,Privada,Tecnólogo,Sul,25,5,2024
Vigilância Em Saúde,Privada,Tecnólogo,Sul,57,9,2024
Viticultura E Enologia,Privada,Tecnólogo,Sudeste,2,0,2024
Web Design,Privada,Tecnólogo,Sudeste,80,17,2024
Web Design,Privada,Tecnólogo,Sul,4,3,2024
Zootecnia,Privada,Bacharelado,Sudeste,351,83,2024
Zootecnia,Privada,Bacharelado,Sul,1140,127,2024
Óptica E Optometria,Privada,Bacharelado,Nordeste,29,19,2024
Óptica E Optometria,Privada,Bacharelado,Sudeste,2403,1499,2024
Óptica E Optometria,Privada,Bacharelado,Sul,134,69,2024
Óptica E Optometria,Privada,Tecnólogo,Sudeste,52,7,2024
"Órteses, Próteses E Reabilitação",Privada,Tecnólogo,Sul,46,46,2024
